Dates,Account name,Customer ID,Campaign,Campaign bid strategy,Currency code,Cost,Impr.,Search impr. share,Search lost IS (budget),Search lost IS (rank),Clicks,Click share,Phone calls,Conversions,Cost / conv.,Avg. target CPA,Marchex Landing Page Calls,Marchex Landing Page Calls,Marchex Landing Page Calls,Marchex Landing Page Calls,Marchex Landing Page Calls,Reservation Confirmation (Google Pixel),Reservation Confirmation (Google Pixel),Reservation Confirmation (Google Pixel),Reservation Confirmation (Google Pixel),Reservation Confirmation (Google Pixel),Total Available Impr.,Lost to Budget,Lost to Rank,LP Calls,Web Reservations,Calls,Resv.,Main Conversions,tCPA,Brand,Engine,Camp Type,Category,Category 1,Category 2,Region,Category 3
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB TIRES_SOUTH CAROLINAS_TIRES,MAVIS - South Carolinas 2 - Maximize Conversions - Non-Brand - Tires,USD,12459.91,84965,0.3867,0.0773,0.536,6207,0.3343,1318,2222.73,5.61,0,0,0,21,0,0,0,0,234.62,0,0,219718,16984.201399999998,117768.84800000001,21,234.62,1339,235,1574,4.1,MAVIS,G,SEM,NB TIRES,NB TIRES,0,SOUTH CAROLINA,TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_PMX_AA_NEW YORK - HUDSON VALLEY, --,USD,1655.42,72051,0.2488,0.1727,0.5785,1574,0.1448,446,481.43,3.44,3,0,0,14.33,0,0,0,0,71.12,0,0,289594,50012.883799999996,167530.12900000002,14.33,71.12,460,71,531,,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_PMX_AA_NEW YORK - WEST CENTRAL, --,USD,2001.26,69831,0.2753,0.0897,0.635,1478,0.1604,533,573.24,3.49,3,0,0,7,0,0,0,0,93.45,0,0,253654,22752.7638,161070.29,7,93.45,540,93,633,,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB TIRES_ALABAMA_TIRES,MAVIS - Alabama - Maximize Conversions - Non-Brand - Tires,USD,10565.31,68616,0.3757,0.0561,0.5682,4577,0.326,1154,1606.97,6.57,0,0,0,38.75,0,0,0,0,109.87,0,0,182635,10245.823499999999,103773.20700000001,38.75,109.87,1193,110,1303,10.5,MAVIS,G,SEM,NB TIRES,NB TIRES,0,ALABAMA,TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_PMX_AA_SOUTH CAROLINAS, --,USD,2501.91,68607,0.2817,0.1107,0.6075,1778,0.1509,655,627.49,3.99,3.73,0,0,6,0,0,0,0,52.19,0,0,243546,26960.5422,147954.195,6,52.19,661,52,713,,MAVIS,G,PMX,PMX,PMX,PMX,SOUTH CAROLINA,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB TIRES_TEXAS_TIRES,MAVIS - TEXAS - Maximize Conversions - Non-Brand - Tires,USD,7637.65,65544,0.3567,0.0404,0.6029,3873,0.2843,832,1242.57,6.15,0,0,0,19.33,0,0,0,0,104.28,0,0,183751,7423.5404,110783.4779,19.33,104.28,851,104,956,5,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB TIRES_ILLINOIS_TIRES,MAVIS - Illinois 2 - Maximize Conversions - Non-brand - Tires,USD,6229.22,59886,0.2341,0.1901,0.5758,3294,0.1802,615,1194.29,5.22,0,0,0,36.67,0,0,0,0,136.01,0,0,255814,48630.2414,147297.70119999998,36.67,136.01,652,136,788,4,MAVIS,G,SEM,NB TIRES,NB TIRES,NB TIRES,ILLINOIS,TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_PMX_AA_ALABAMA, --,USD,1972.7,55191,0.2643,0.0633,0.6724,1427,0.1348,475,447.8,4.41,3.75,0,0,6.5,0,0,0,0,30.95,0,0,208820,13218.305999999999,140410.568,6.5,30.95,482,31,512,,MAVIS,G,PMX,PMX,PMX,PMX,ALABAMA,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_PMX_AA_NEW YORK - LONG ISLAND, --,USD,1208.37,50841,0.3159,0.0477,0.6364,1072,0.1962,281,303.63,3.98,3.45,0,0,6.75,0,0,0,0,37.52,0,0,160940,7676.838,102422.216,6.75,37.52,288,38,325,,MAVIS,G,PMX,PMX,PMX,PMX,NEW YORK - LONG ISLAND,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_PMX_AA_GULF STATES, --,USD,1973.78,49209,0.2975,0.0517,0.6508,1416,0.1758,501,460.49,4.29,3.47,0,0,7.67,0,0,0,0,20.83,0,0,165408,8551.5936,107647.5264,7.67,20.83,509,21,530,,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,TUF_G_SEM_NB TIRES_NATIONAL_TIRES,TUF 2 - National - Maximize Conversions - Non-Brand - Tires,USD,6934.07,47007,0.288,0,0.712,2755,0.2675,701,890.2,7.79,0,0,0,12.33,0,0,0,0,40.33,0,0,163219,0,116211.928,12.33,40.33,713,40,754,6.5,TUF,G,SEM,NB TIRES,NB TIRES,NB TIRES,NATIONAL,TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB TIRES_NEW YORK - HUDSON VALLEY_TIRES,MAVIS - New York - Hudson Valley - Maximize Conversions - Non-Brand - Tires,USD,7650.25,44370,0.2827,0.321,0.3963,3380,0.2273,503,1143.06,6.69,0,0,0,40.17,0,0,0,0,137.52,0,0,156951,50381.271,62199.6813,40.17,137.52,543,138,681,5.25,MAVIS,G,SEM,NB TIRES,NB TIRES,NB TIRES,NEW YORK - HUDSON VALLEY,TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB TIRES_NEW YORK - WEST CENTRAL_TIRES,MAVIS - New York - West Central - Maximize Conversions - Non-Brand - Tires,USD,6740.25,42348,0.3989,0.0666,0.5345,3153,0.3151,436,1174.42,5.74,0,0,0,30,0,0,0,0,182.96,0,0,106162,7070.3892000000005,56743.589,30,182.96,466,183,649,4.25,MAVIS,G,SEM,NB TIRES,NB TIRES,NB TIRES,NEW YORK - WEST CENTRAL,TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_PMX_AA_ILLINOIS, --,USD,839.49,42056,0.1995,0.0097,0.7908,867,0.104,256,248.32,3.38,3,0,0,7.33,0,0,0,0,13.83,0,0,210807,2044.8279,166706.1756,7.33,13.83,263,14,277,,MAVIS,G,PMX,PMX,PMX,PMX,ILLINOIS,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB TIRES_NEW YORK - LONG ISLAND_TIRES,MAVIS - New York - Long Island 2 - Maximize Conversions - Non-Brand - Tires,USD,6467.13,34950,0.3875,0.2438,0.3687,2694,0.3166,448,851.83,7.59,0,0,0,25.67,0,0,0,0,93.41,0,0,90194,21989.297199999997,33254.5278,25.67,93.41,474,93,567,6,MAVIS,G,SEM,NB TIRES,NB TIRES,NB TIRES,NEW YORK - LONG ISLAND,TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB TIRES_GULF STATES_TIRES,MAVIS - Gulf States - Maximize Conversions - Non-Brand - Tires,USD,3889.5,33442,0.2625,0.1313,0.6062,2213,0.2497,524,828.37,4.7,0,0,0,14.5,0,0,0,0,75.62,0,0,127398,16727.3574,77228.6676,14.5,75.62,539,76,614,3.5,MAVIS,G,SEM,NB TIRES,NB TIRES,NB TIRES,GULF STATES,TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB TIRES_TEXAS_TIRES_T2,MAVIS - Texas - Maximize Conversions - Non-Brand - Tires_ T2,USD,2839.41,31554,0.1633,0,0.8367,1682,0.1321,297,496.01,5.72,0,0,0,6,0,0,0,0,49,0,0,193227,0,161673.0309,6,49,303,49,352,5,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB OIL CHANGE_NEW JERSEY_OIL CHANGE,MAVIS - New Jersey - Maximize Conversions Non-Brand - Oil Change,USD,4715.58,30835,0.367,0.1542,0.4788,1849,0.268,271,549.45,8.58,0,0,0,50,0,0,0,0,225.83,0,0,84019,12955.729800000001,40228.2972,50,225.83,321,226,547,7.15,MAVIS,G,SEM,NB OIL CHANGE,NB OIL CHANGE,OIL CHANGE,NEW JERSEY,OIL CHANGE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_NEW JERSEY_TIRE SERVICE,MAVIS - New Jersey 2 - Maximize Conversions - Non-Brand - Services,USD,5826.04,30222,0.4635,0.0919,0.4446,2451,0.394,660,824.05,7.07,0,0,0,23.08,0,0,0,0,145.98,0,0,65204,5992.2476,28989.6984,23.08,145.98,683,146,829,5.5,MAVIS,G,SEM,NB TIRE SERVICE,NB SERVICE,TIRE SERVICE,NEW JERSEY,TIRE SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_NEW JERSEY_BRAND ONLY,MAVIS - New Jersey 2 - Maximize Conversions - Brand,USD,9531.83,29638,0.8453,0.0359,0.1188,7678,0.6289,2304,3071.08,3.1,0,0,0,118.41,0,0,0,0,834.37,0,0,35062,1258.7258,4165.3656,118.41,834.37,2422,834,3257,2.5,MAVIS,G,SEM,BR,BR,BR,NEW JERSEY,BRAND ONLY
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_PMX_AA_NEW YORK - NYC BOROUGHS, --,USD,583.79,29555,0.2623,0.0324,0.7054,663,0.1371,155,167.74,3.48,3.75,0,0,4.05,0,0,0,0,18.5,0,0,112676,3650.7023999999997,79481.6504,4.05,18.5,159,19,178,,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_FLORIDA_BRAND ONLY,MAVIS - Florida 2 - Maximize Conversions - Brand,USD,16001.13,28535,0.5838,0.3624,0.0538,7211,0.4569,1837,2589.63,6.18,0,0,0,90.49,0,0,0,0,851.32,0,0,48878,17713.3872,2629.6364,90.49,851.32,1927,851,2779,4,MAVIS,G,SEM,BR,BR,BR,FLORIDA,BRAND ONLY
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_GEORGIA_COMPETITORS,MAVIS - Georgia 2 - Maximize Conversions - Competitors,USD,2719.89,28414,0.4192,0.118,0.4628,1314,0.2066,349,521.63,5.21,0,0,0,8.67,0,0,0,0,42.04,0,0,67781,7998.157999999999,31369.0468,8.67,42.04,358,42,400,4,MAVIS,G,SEM,CP,CP,CP,GEORGIA,COMPETITORS
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_GEORGIA_BRAND+,MAVIS - Georgia 2 - Maximize Conversions - Brand,USD,14360.33,26411,0.7621,0.1831,0.0549,8568,0.5475,3716,4095.09,3.51,0,0,0,137.51,0,0,0,0,634.88,0,0,34656,6345.5136,1902.6144,137.51,634.88,3854,635,4488,2,MAVIS,G,SEM,BR,BR,BR,GEORGIA,BRAND+
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB TIRES_MASSACHUSETTS_TIRES,MAVIS - Massachusetts 2 - Maximize Conversions - Non-Brand - Tires,USD,2805.02,26034,0.2204,0.0941,0.6855,1746,0.1705,283,808.89,3.47,0,0,0,29.67,0,0,0,0,105.37,0,0,118122,11115.280200000001,80972.631,29.67,105.37,313,105,418,2.5,MAVIS,G,SEM,NB TIRES,NB TIRES,NB TIRES,MASSACHUSETTS,TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_PMX_AA_MASSACHUSETTS, --,USD,562.37,25110,0.2182,0.0009,0.7809,550,0.1111,170,172.21,3.27,3,0,0,0,0,0,0,0,11.7,0,0,115078,103.5702,89864.4102,0,11.7,170,12,182,,MAVIS,G,PMX,PMX,PMX,PMX,MASSACHUSETTS,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_PENNSYLVANIA_BRAND ONLY,MAVIS - Pennsylvania 2 - Maximize Conversions - Brand,USD,10755.93,24842,0.7027,0.2134,0.0839,7002,0.5265,2162,2996.49,3.59,0,0,0,94.13,0,0,0,0,917.96,0,0,35352,7544.1168,2966.0328,94.13,917.96,2256,918,3174,2.3,MAVIS,G,SEM,BR,BR,BR,PENNSYLVANIA,BRAND ONLY
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB TIRES_NEW YORK - NYC BOROUGHS_TIRES,MAVIS - New York - NYC Boroughs 2 - Maximize Conversions - Non-Brand - Tires,USD,1654.06,24790,0.1828,0.4259,0.3912,1287,0.1229,211,429.69,3.85,0,0,0,23.42,0,0,0,0,46.02,0,0,135613,57757.5767,53051.8056,23.42,46.02,234,46,280,3.5,MAVIS,G,SEM,NB TIRES,NB TIRES,NB TIRES,NEW YORK - NYC BOROUGHS,TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_GEORGIA_BRAND ONLY,MAVIS - Georgia 2 - Maximize Conversions - Brand,USD,6453.4,24608,0.6911,0.1972,0.1117,5744,0.5338,1542,2011.67,3.21,0,0,0,74.58,0,0,0,0,561.71,0,0,35607,7021.7004,3977.3019,74.58,561.71,1617,562,2178,2,MAVIS,G,SEM,BR,BR,BR,GEORGIA,BRAND ONLY
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_GEORGIA_TIRE SERVICE,MAVIS - Georgia 2 - Maximize Conversions - Non-Brand - Services,USD,4489.07,22336,0.3564,0.1713,0.4722,2243,0.3246,531,813.24,5.52,0,0,0,64.5,0,0,0,0,213.28,0,0,62671,10735.542300000001,29593.2462,64.5,213.28,596,213,809,4,MAVIS,G,SEM,NB TIRE SERVICE,NB SERVICE,TIRE SERVICE,GEORGIA,TIRE SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_GEORGIA_BRAKES,MAVIS - Georgia 2 - Maximize Conversions - Non-Brand - Brakes,USD,6695.11,22242,0.2659,0.2599,0.4742,1876,0.2973,384,566.05,11.83,0,0,0,33.83,0,0,0,0,151.83,0,0,83648,21740.1152,39665.8816,33.83,151.83,418,152,570,8.5,MAVIS,G,SEM,NB BRAKES,NB SERVICE,BRAKES,GEORGIA,BRAKES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_TEXAS_TIRE SERVICE,MAVIS - TEXAS - Maximize Conversions - Non-Brand - Services,USD,3090.89,20770,0.3616,0.1925,0.4459,1386,0.2358,357,431.93,7.16,0,0,0,7.67,0,0,0,0,79.17,0,0,57439,11057.0075,25612.0501,7.67,79.17,365,79,444,3.5,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_NEW JERSEY_BRAND+,MAVIS - New Jersey 2 - Maximize Conversions - Brand,USD,9314.13,19555,0.8776,0.0297,0.0927,5749,0.6111,2523,2898.66,3.21,0,0,0,104.61,0,0,0,0,518.52,0,0,22282,661.7754,2065.5414,104.61,518.52,2628,519,3146,2.5,MAVIS,G,SEM,BR,BR,BR,NEW JERSEY,BRAND+
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_NEW YORK - HUDSON VALLEY_BRAND ONLY,MAVIS - New York - Hudson Valley - Maximize Conversions - Brand,USD,5810.01,18864,0.706,0.1883,0.1056,4200,0.5623,965,1498.42,3.88,0,0,0,76.86,0,0,0,0,553.36,0,0,26720,5031.376,2821.632,76.86,553.36,1042,553,1595,3.5,MAVIS,G,SEM,BR,BR,BR,NEW YORK - HUDSON VALLEY,BRAND ONLY
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_SOUTH CAROLINAS_BRAND ONLY,MAVIS - South Carolinas 2 - Maximize Conversions - Brand,USD,6618.65,18558,0.8041,0.1295,0.0664,4808,0.5518,1264,1654.86,4,0,0,0,24.25,0,0,0,0,484.9,0,0,23079,2988.7305,1532.4456,24.25,484.9,1288,485,1773,3.5,MAVIS,G,SEM,BR,BR,0,SOUTH CAROLINA,BRAND ONLY
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB OIL CHANGE_FLORIDA_OIL CHANGE,MAVIS - Florida - Maximize Conversions Non-Brand - Oil Change,USD,1897.18,18116,0.1781,0.0692,0.7527,989,0.1021,177,330.1,5.75,0,0,0,11.5,0,0,0,0,149.17,0,0,101718,7038.8856,76563.1386,11.5,149.17,189,149,338,4.9,MAVIS,G,SEM,NB OIL CHANGE,NB OIL CHANGE,OIL CHANGE,FLORIDA,OIL CHANGE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_PENNSYLVANIA_TIRE SERVICE,MAVIS - Pennsylvania 2 - Maximize Conversions - Non-Brand - Services,USD,2598.31,16934,0.3003,0.2662,0.4336,1378,0.2536,320,503.8,5.16,0,0,0,30,0,0,0,0,111.9,0,0,56390,15011.018,24450.703999999998,30,111.9,350,112,462,4,MAVIS,G,SEM,NB TIRE SERVICE,NB SERVICE,TIRE SERVICE,PENNSYLVANIA,TIRE SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_NORTH CAROLINAS_BRAND ONLY,MAVIS - North Carolinas 2 - Maximize Conversions - Brand,USD,7006.6,16472,0.6618,0.2757,0.0625,4651,0.5039,1353,1665.89,4.21,0,0,0,38.83,0,0,0,0,459.98,0,0,24890,6862.173,1555.625,38.83,459.98,1392,460,1852,3.5,MAVIS,G,SEM,BR,BR,0,NORTH CAROLINA,BRAND ONLY
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_NORTH CAROLINAS_TIRE SERVICE,MAVIS - North Carolinas 2 - Maximize Conversions - Non-Brand - Services,USD,2640.81,16408,0.3364,0.1659,0.4978,1569,0.3206,345,521.88,5.06,0,0,0,22.83,0,0,0,0,146.77,0,0,48775,8091.7725,24280.195,22.83,146.77,368,147,515,4.04,MAVIS,G,SEM,NB TIRE SERVICE,NB SERVICE,0,NORTH CAROLINA,TIRE SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB STATE INSPECTION_PENNSYLVANIA_STATE INSPECTION,MAVIS - Pennsylvania - Maximize Conversions - Non-Brand - State Inspection,USD,1962.3,16375,0.3876,0.2105,0.4019,1142,0.2662,262,459.22,4.27,0,0,0,21.17,0,0,0,0,187.75,0,0,42247,8892.9935,16979.0693,21.17,187.75,283,188,471,3.4,MAVIS,G,SEM,NB STATE INSPECTION,NB STATE INSPECTION,STATE INSPECTION,PENNSYLVANIA,STATE INSPECTION
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_TEXAS_DISCOUNT TIRE,MAVIS - TEXAS - Maximize Conversions - Competitors,USD,1213.84,15123,0.3882,0.0268,0.5851,598,0.1789,164,181.38,6.69,0,0,0,0.01,0,0,0,0,12.33,0,0,38957,1044.0476,22793.7407,0.01,12.33,164,12,176,4.5,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_PENNSYLVANIA_BRAND+,MAVIS - Pennsylvania 2 - Maximize Conversions - Brand,USD,8973.41,14756,0.6864,0.2531,0.0605,4776,0.4862,2011,2286.49,3.92,0,0,0,66.5,0,0,0,0,448.44,0,0,21498,5441.1438,1300.629,66.5,448.44,2078,448,2526,2.3,MAVIS,G,SEM,BR,BR,BR,PENNSYLVANIA,BRAND+
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_NEW YORK - HUDSON VALLEY_BRAND+,MAVIS - New York - Hudson Valley - Maximize Conversions - Brand,USD,8715.88,14246,0.6717,0.2612,0.0671,3983,0.5112,1848,2163.45,4.03,0,0,0,87.17,0,0,0,0,433.42,0,0,21209,5539.7908,1423.1239,87.17,433.42,1935,433,2369,3.5,MAVIS,G,SEM,BR,BR,BR,NEW YORK - HUDSON VALLEY,BRAND+
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_NEW YORK - WEST CENTRAL_BRAND ONLY,MAVIS - New York - West Central - Maximize Conversions - Brand,USD,7193,13570,0.6421,0.2634,0.0945,3314,0.5078,759,1216.02,5.92,0,0,0,37.83,0,0,0,0,482.82,0,0,21134,5566.695600000001,1997.163,37.83,482.82,797,483,1280,4.5,MAVIS,G,SEM,BR,BR,BR,NEW YORK - WEST CENTRAL,BRAND ONLY
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_ALABAMA_TIRE SERVICE,MAVIS - Alabama - Maximize Conversions - Non-Brand - Services,USD,2692.12,13295,0.4642,0.0164,0.5194,1122,0.4059,306,393.45,6.84,0,0,0,11,0,0,0,0,82.45,0,0,28641,469.71240000000006,14876.1354,11,82.45,317,82,399,6.16,MAVIS,G,SEM,NB TIRE SERVICE,NB SERVICE,0,ALABAMA,TIRE SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_FLORIDA_BRAND+,MAVIS - Florida 2 - Maximize Conversions - Brand,USD,10897.86,13254,0.4783,0.4831,0.0386,4188,0.3469,1612,1796.75,6.07,0,0,0,67.51,0,0,0,0,333.93,0,0,27711,13387.184099999999,1069.6446,67.51,333.93,1680,334,2013,4,MAVIS,G,SEM,BR,BR,BR,FLORIDA,BRAND+
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_TEXAS_COMPETITORS,MAVIS - TEXAS - Maximize Conversions - Competitors,USD,845.62,12861,0.3564,0,0.6436,443,0.1709,84,131.03,6.45,0,0,0,1,0,0,0,0,17.85,0,0,36086,0,23224.9496,1,17.85,85,18,103,4.5,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB OIL CHANGE_TEXAS_OIL CHANGE,MAVIS - TEXAS - Maximize Conversions Non-Brand - Oil Change,USD,1120.57,12821,0.1068,0.4441,0.4491,498,0.05,132,143.24,7.82,0,0,0,2,0,0,0,0,17.25,0,0,120047,53312.8727,53913.1077,2,17.25,134,17,151,6,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_GEORGIA_DISCOUNT TIRE,MAVIS - Georgia 2 - Maximize Conversions - Competitors,USD,941.14,12349,0.4737,0,0.5263,491,0.2512,128,160.02,5.88,0,0,0,2,0,0,0,0,10,0,0,26069,0,13720.1147,2,10,130,10,140,4,MAVIS,G,SEM,CP,CP,CP,GEORGIA,DISCOUNT TIRE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_PENNSYLVANIA_BRAKES,MAVIS - Pennsylvania 2 - Maximize Conversions - Non-Brand - Brakes,USD,2766.07,12245,0.2831,0,0.7169,772,0.3732,128,197.72,13.99,0,0,0,11.45,0,0,0,0,56,0,0,43253,0,31008.075699999998,11.45,56,139,56,195,13,MAVIS,G,SEM,NB BRAKES,NB SERVICE,BRAKES,PENNSYLVANIA,BRAKES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB OIL CHANGE_PENNSYLVANIA_OIL CHANGE,MAVIS - Pennsylvania - Maximize Conversions - Non-Brand - Oil Change,USD,1442.22,11926,0.3208,0.2121,0.4671,823,0.1719,158,299.25,4.82,0,0,0,18.5,0,0,0,0,135,0,0,37176,7885.029600000001,17364.9096,18.5,135,177,135,312,3.4,MAVIS,G,SEM,NB OIL CHANGE,NB OIL CHANGE,OIL CHANGE,PENNSYLVANIA,OIL CHANGE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_NEW YORK - WEST CENTRAL_TIRE SERVICE,MAVIS - New York - West Central - Maximize Conversions - Non-Brand - Services,USD,2156.7,11742,0.4785,0.0155,0.506,908,0.3801,248,356.61,6.05,0,0,0,19,0,0,0,0,98.28,0,0,24539,380.3545,12416.734,19,98.28,267,98,365,4.68,MAVIS,G,SEM,NB TIRE SERVICE,NB SERVICE,TIRE SERVICE,NEW YORK - WEST CENTRAL,TIRE SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB STATE INSPECTION_NEW YORK - WEST CENTRAL_STATE INSPECTION,MAVIS - New York - West Central - Maximize Conversions - Non-Brand - Inspection,USD,2039.68,11586,0.4977,0.071,0.4313,966,0.4271,240,422.99,4.82,0,0,0,10.33,0,0,0,0,186.42,0,0,23279,1652.8089999999997,10040.2327,10.33,186.42,250,186,437,3.82,MAVIS,G,SEM,NB STATE INSPECTION,NB STATE INSPECTION,STATE INSPECTION,NEW YORK - WEST CENTRAL,STATE INSPECTION
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_GULF STATES_TIRE SERVICE,MAVIS - Gulf States - Maximize Conversions - Non-Brand - Services,USD,2159.36,11292,0.3886,0.2008,0.4107,965,0.3188,319,372.74,5.79,0,0,0,8.5,0,0,0,0,57.08,0,0,29058,5834.8464,11934.1206,8.5,57.08,328,57,385,4,MAVIS,G,SEM,NB TIRE SERVICE,NB SERVICE,TIRE SERVICE,GULF STATES,TIRE SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB OIL CHANGE_NEW YORK - WEST CENTRAL_OIL CHANGE,MAVIS - New York - West Central - Maximize Conversions - Non-Brand - Oil Change,USD,1978.49,11268,0.4571,0.0108,0.5321,587,0.3316,97,174.65,11.33,0,0,0,4.83,0,0,0,0,69.42,0,0,24651,266.2308,13116.7971,4.83,69.42,102,69,171,8.17,MAVIS,G,SEM,NB OIL CHANGE,NB OIL CHANGE,OIL CHANGE,NEW YORK - WEST CENTRAL,OIL CHANGE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_PENNSYLVANIA_COMPETITORS,MAVIS - Pennsylvania 2 - Maximize Conversions - Competitors,USD,960.13,11246,0.4013,0,0.5987,655,0.2477,133,290.62,3.3,0,0,0,17.5,0,0,0,0,37.63,0,0,28024,0,16777.9688,17.5,37.63,151,38,188,3,MAVIS,G,SEM,CP,CP,CP,PENNSYLVANIA,COMPETITORS
